"term","frequency","density","occurrence"
"pgp",36,0.000496688741721854,0.024
"plain",18,0.000248344370860927,0.032
"qjoj",1,1.37969094922737e-05,0.002
"robert",35,0.000482891832229581,0.05
"screen",5,6.89845474613687e-05,0.008
"side",16,0.00022075055187638,0.03
"signature",35,0.000482891832229581,0.028
"stuff",58,0.000800220750551876,0.076
"suite",7,9.65783664459161e-05,0.014
"takes",19,0.000262141280353201,0.036
"text",117,0.00161423841059603,0.098
"thought",53,0.000731236203090508,0.084
"todo",1,1.37969094922737e-05,0.002
"top",42,0.000579470198675497,0.058
"type",64,0.000883002207505519,0.062
"update",16,0.00022075055187638,0.026
"vacation",4,5.51876379690949e-05,0.006
"war",25,0.000344922737306843,0.036
"width",48,0.000662251655629139,0.008
"window",15,0.000206953642384106,0.016
"work",100,0.00137969094922737,0.138
"wrong",38,0.000524282560706402,0.05
"accounts",2,2.75938189845475e-05,0.004
"acquired",7,9.65783664459161e-05,0.014
"address",19,0.000262141280353201,0.026
"addresses",5,6.89845474613687e-05,0.01
"ads",8,0.00011037527593819,0.012
"advertising",8,0.00011037527593819,0.012
"advocacy",1,1.37969094922737e-05,0.002
"advocates",3,4.13907284768212e-05,0.004
"affect",2,2.75938189845475e-05,0.004
"affecting",2,2.75938189845475e-05,0.004
"allows",11,0.000151766004415011,0.022
"almost",28,0.000386313465783664,0.048
"american",21,0.000289735099337748,0.034
"angeles",3,4.13907284768212e-05,0.006
"another",69,0.000951986754966887,0.11
"anti",10,0.000137969094922737,0.016
"approached",8,0.00011037527593819,0.016
"area",23,0.000317328918322296,0.034
"asking",6,8.27814569536424e-05,0.012
"asset",1,1.37969094922737e-05,0.002
"attacked",3,4.13907284768212e-05,0.006
"avoid",2,2.75938189845475e-05,0.004
"bayarea",6,8.27814569536424e-05,0.006
"begun",6,8.27814569536424e-05,0.01
"believe",24,0.00033112582781457,0.048
"belong",3,4.13907284768212e-05,0.006
"best",44,0.000607064017660044,0.072
"bill",21,0.000289735099337748,0.036
"broader",1,1.37969094922737e-05,0.002
"california",8,0.00011037527593819,0.01
"call",26,0.000358719646799117,0.044
"campaign",10,0.000137969094922737,0.014
"campaigns",1,1.37969094922737e-05,0.002
"candidate",5,6.89845474613687e-05,0.008
"candidates",9,0.000124172185430464,0.008
"casting",2,2.75938189845475e-05,0.004
"cents",3,4.13907284768212e-05,0.004
"ceo",1,1.37969094922737e-05,0.002
"chances",4,5.51876379690949e-05,0.008
"channels",4,5.51876379690949e-05,0.008
"chest",3,4.13907284768212e-05,0.006
"chief",22,0.000303532008830022,0.02
"choice",8,0.00011037527593819,0.016
"choose",16,0.00022075055187638,0.032
"chosen",5,6.89845474613687e-05,0.008
"church",13,0.000179359823399558,0.012
"civic",1,1.37969094922737e-05,0.002
"clinton",4,5.51876379690949e-05,0.008
"commercial",11,0.000151766004415011,0.016
"committee",5,6.89845474613687e-05,0.008
"communicate",5,6.89845474613687e-05,0.008
"communication",8,0.00011037527593819,0.012
"communications",34,0.000469094922737307,0.048
"company",56,0.000772626931567329,0.056
"constituents",1,1.37969094922737e-05,0.002
"constitute",2,2.75938189845475e-05,0.004
"contacting",1,1.37969094922737e-05,0.002
"country",52,0.000717439293598234,0.072
"coverage",5,6.89845474613687e-05,0.006
"cynicism",1,1.37969094922737e-05,0.002
"debate",4,5.51876379690949e-05,0.008
"decide",7,9.65783664459161e-05,0.014
"defined",10,0.000137969094922737,0.014
"delete",7,9.65783664459161e-05,0.014
"democracy",5,6.89845474613687e-05,0.008
"deputy",4,5.51876379690949e-05,0.006
"detractors",1,1.37969094922737e-05,0.002
"differentiate",1,1.37969094922737e-05,0.002
"direct",12,0.000165562913907285,0.008
"directly",14,0.000193156732891832,0.028
"disclaimer",6,8.27814569536424e-05,0.01
"duty",2,2.75938189845475e-05,0.004
"educated",1,1.37969094922737e-05,0.002
"effort",10,0.000137969094922737,0.018
"efforts",7,9.65783664459161e-05,0.014
"encountered",2,2.75938189845475e-05,0.004
"endure",1,1.37969094922737e-05,0.002
"engage",4,5.51876379690949e-05,0.006
"ensure",15,0.000206953642384106,0.026
"entirely",13,0.000179359823399558,0.026
"equally",2,2.75938189845475e-05,0.004
"era",8,0.00011037527593819,0.01
"expensive",7,9.65783664459161e-05,0.014
"experience",35,0.000482891832229581,0.048
"faced",1,1.37969094922737e-05,0.002
"fact",45,0.000620860927152318,0.072
"factory",1,1.37969094922737e-05,0.002
"fair",17,0.000234547461368653,0.034
"field",12,0.000165562913907285,0.016
"flier",1,1.37969094922737e-05,0.002
"floors",1,1.37969094922737e-05,0.002
"focused",4,5.51876379690949e-05,0.008
"fork",170,0.00234547461368653,0.172
"former",10,0.000137969094922737,0.01
"founder",3,4.13907284768212e-05,0.006
"funded",3,4.13907284768212e-05,0.006
"future",17,0.000234547461368653,0.034
"good",107,0.00147626931567329,0.154
"gop",1,1.37969094922737e-05,0.002
"gubernatorial",1,1.37969094922737e-05,0.002
"handshake",6,8.27814569536424e-05,0.006
"highly",3,4.13907284768212e-05,0.006
"hurting",3,4.13907284768212e-05,0.004
"individuals",8,0.00011037527593819,0.012
"intense",6,8.27814569536424e-05,0.012
"intrusive",2,2.75938189845475e-05,0.002
"irrelevant",3,4.13907284768212e-05,0.006
"jones",11,0.000151766004415011,0.008
"know",142,0.00195916114790287,0.23
"lacks",3,4.13907284768212e-05,0.006
"lambasted",1,1.37969094922737e-05,0.002
"large",48,0.000662251655629139,0.074
"larry",6,8.27814569536424e-05,0.01
"law",46,0.000634657836644592,0.03
"least",49,0.000676048565121413,0.082
"legislation",1,1.37969094922737e-05,0.002
"let",38,0.000524282560706402,0.062
"level",32,0.000441501103752759,0.032
"light",5,6.89845474613687e-05,0.01
"likes",7,9.65783664459161e-05,0.012
"los",3,4.13907284768212e-05,0.006
"mailings",2,2.75938189845475e-05,0.004
"makes",50,0.000689845474613687,0.086
"malls",1,1.37969094922737e-05,0.002
"management",22,0.000303532008830022,0.026
"many",125,0.00172461368653422,0.168
"marketing",14,0.000193156732891832,0.018
"mccurry",2,2.75938189845475e-05,0.002
"media",38,0.000524282560706402,0.026
"medium",2,2.75938189845475e-05,0.002
"mediums",1,1.37969094922737e-05,0.002
"mercurynews",4,5.51876379690949e-05,0.004
"methods",3,4.13907284768212e-05,0.006
"might",81,0.00111754966887417,0.122
"mike",24,0.00033112582781457,0.018
"million",36,0.000496688741721854,0.028
"miscues",1,1.37969094922737e-05,0.002
"mld",8,0.00011037527593819,0.006
"must",37,0.000510485651214128,0.068
"national",27,0.000372516556291391,0.032
"negative",6,8.27814569536424e-05,0.012
"offensive",1,1.37969094922737e-05,0.002
"office",22,0.000303532008830022,0.03
"online",48,0.000662251655629139,0.052
"opening",2,2.75938189845475e-05,0.004
"opinion",20,0.000275938189845475,0.022
"opt",5,6.89845474613687e-05,0.006
"opted",2,2.75938189845475e-05,0.004
"owen",8,0.00011037527593819,0.014
"paid",25,0.000344922737306843,0.028
"particularly",21,0.000289735099337748,0.042
"per",18,0.000248344370860927,0.03
"percent",17,0.000234547461368653,0.016
"perfect",5,6.89845474613687e-05,0.008
"perform",1,1.37969094922737e-05,0.002
"playing",19,0.000262141280353201,0.03
"point",62,0.000855408388520971,0.09
"political",35,0.000482891832229581,0.028
"politicians",1,1.37969094922737e-05,0.002
"politics",4,5.51876379690949e-05,0.006
"possessing",1,1.37969094922737e-05,0.002
"potential",14,0.000193156732891832,0.024
"practice",7,9.65783664459161e-05,0.012
"prepare",2,2.75938189845475e-05,0.004
"primary",4,5.51876379690949e-05,0.008
"problems",69,0.000951986754966887,0.078
"public",38,0.000524282560706402,0.05
"purpuro",2,2.75938189845475e-05,0.002
"quality",28,0.000386313465783664,0.034
"read",52,0.000717439293598234,0.088
"receive",15,0.000206953642384106,0.026
"recipient",10,0.000137969094922737,0.014
"recipients",8,0.00011037527593819,0.012
"recurring",1,1.37969094922737e-05,0.002
"refined",1,1.37969094922737e-05,0.002
"remains",8,0.00011037527593819,0.014
"repeatedly",5,6.89845474613687e-05,0.01
"reply",9,0.000124172185430464,0.018
"represent",3,4.13907284768212e-05,0.006
"republican",8,0.00011037527593819,0.014
"response",11,0.000151766004415011,0.02
"secretary",4,5.51876379690949e-05,0.004
"seeking",3,4.13907284768212e-05,0.006
"sender",8,0.00011037527593819,0.016
"sends",4,5.51876379690949e-05,0.008
"sense",18,0.000248344370860927,0.03
"sent",70,0.000965783664459161,0.124
"shopping",2,2.75938189845475e-05,0.004
"simple",25,0.000344922737306843,0.038
"socials",1,1.37969094922737e-05,0.002
"society",27,0.000372516556291391,0.028
"sophisticated",3,4.13907284768212e-05,0.006
"specific",20,0.000275938189845475,0.038
"spent",13,0.000179359823399558,0.022
"spots",5,6.89845474613687e-05,0.01
"staff",10,0.000137969094922737,0.018
"stamp",1,1.37969094922737e-05,0.002
"standard",22,0.000303532008830022,0.032
"state",37,0.000510485651214128,0.052
"stoops",1,1.37969094922737e-05,0.002
"support",45,0.000620860927152318,0.072
"swift",1,1.37969094922737e-05,0.002
"tactical",2,2.75938189845475e-05,0.002
"tactics",4,5.51876379690949e-05,0.008
"target",7,9.65783664459161e-05,0.01
"technologies",9,0.000124172185430464,0.014
"technology",39,0.000538079470198675,0.044
"telemarketing",1,1.37969094922737e-05,0.002
"times",67,0.00092439293598234,0.094
"toward",8,0.00011037527593819,0.006
"traditional",6,8.27814569536424e-05,0.012
"tried",42,0.000579470198675497,0.072
"typically",7,9.65783664459161e-05,0.012
"unsolicited",10,0.000137969094922737,0.012
"untargeted",1,1.37969094922737e-05,0.002
"viewers",1,1.37969094922737e-05,0.002
"visible",5,6.89845474613687e-05,0.01
"voter",4,5.51876379690949e-05,0.004
"voters",11,0.000151766004415011,0.004
"votes",3,4.13907284768212e-05,0.004
"walk",6,8.27814569536424e-05,0.008
"whose",11,0.000151766004415011,0.016
"written",24,0.00033112582781457,0.038
"xent",120,0.00165562913907285,0.148
"year",67,0.00092439293598234,0.086
"adsl",4,5.51876379690949e-05,0.006
"bernard",3,4.13907284768212e-05,0.002
"bty",1,1.37969094922737e-05,0.002
"cheers",23,0.000317328918322296,0.046
"connected",10,0.000137969094922737,0.02
"connecting",10,0.000137969094922737,0.014
"dcu",2,2.75938189845475e-05,0.002
"difficulties",4,5.51876379690949e-05,0.006
"eircom",12,0.000165562913907285,0.016
"help",48,0.000662251655629139,0.076
"helpful",3,4.13907284768212e-05,0.006
"iiu",15,0.000206953642384106,0.004
"implications",4,5.51876379690949e-05,0.008
"ips",3,4.13907284768212e-05,0.006
"machines",18,0.000248344370860927,0.02
"nat",4,5.51876379690949e-05,0.004
"network",28,0.000386313465783664,0.04
"org",108,0.00149006622516556,0.14
"physics",6,8.27814569536424e-05,0.01
"pointers",7,9.65783664459161e-05,0.008
"possible",35,0.000482891832229581,0.06
"question",36,0.000496688741721854,0.06
"real",53,0.000731236203090508,0.088
"rgrds",1,1.37969094922737e-05,0.002
"sensor",1,1.37969094922737e-05,0.002
"silly",29,0.000400110375275938,0.042
"static",10,0.000137969094922737,0.016
"taint",41,0.000565673289183223,0.06
"tyers",2,2.75938189845475e-05,0.002
"voip",5,6.89845474613687e-05,0.004
"alt",5,6.89845474613687e-05,0.008
"apparently",17,0.000234547461368653,0.028
"appearing",1,1.37969094922737e-05,0.002
"bit",51,0.00070364238410596,0.09
"children",12,0.000165562913907285,0.024
"circumstantial",1,1.37969094922737e-05,0.002
"clearly",13,0.000179359823399558,0.026
"computer",45,0.000620860927152318,0.052
"contact",9,0.000124172185430464,0.016
"death",13,0.000179359823399558,0.022
"dejanews",1,1.37969094922737e-05,0.002
"dmcmann",1,1.37969094922737e-05,0.002
"evidence",18,0.000248344370860927,0.022
"girls",7,9.65783664459161e-05,0.01
"google",15,0.000206953642384106,0.018
"hmm",11,0.000151766004415011,0.02
"hoarding",1,1.37969094922737e-05,0.002
"home",63,0.000869205298013245,0.104
"hoping",9,0.000124172185430464,0.016
"indecent",1,1.37969094922737e-05,0.002
"jailed",3,4.13907284768212e-05,0.006
"listers",1,1.37969094922737e-05,0.002
"little",33,0.000455298013245033,0.062
"marie",3,4.13907284768212e-05,0.006
"mark",25,0.000344922737306843,0.03
"mcmann",1,1.37969094922737e-05,0.002
"michael",17,0.000234547461368653,0.018
"moaby",2,2.75938189845475e-05,0.002
"moore",1,1.37969094922737e-05,0.002
"named",4,5.51876379690949e-05,0.008
"number",57,0.000786423841059603,0.084
"pictures",24,0.00033112582781457,0.016
"rob",24,0.00033112582781457,0.02
"secret",19,0.000262141280353201,0.02
"showed",6,8.27814569536424e-05,0.012
"similar",34,0.000469094922737307,0.056
"slightly",8,0.00011037527593819,0.016
"slimmer",1,1.37969094922737e-05,0.002
"stands",5,6.89845474613687e-05,0.01
"teens",1,1.37969094922737e-05,0.002
"threats",3,4.13907284768212e-05,0.004
"trust",9,0.000124172185430464,0.016
"completely",12,0.000165562913907285,0.024
"dell",32,0.000441501103752759,0.03
"distro",7,9.65783664459161e-05,0.014
"dont",16,0.00022075055187638,0.03
"explain",20,0.000275938189845475,0.03
"flavour",3,4.13907284768212e-05,0.006
"innes",3,4.13907284768212e-05,0.004
"ive",4,5.51876379690949e-05,0.008
"kiall",4,5.51876379690949e-05,0.004
"mac",6,8.27814569536424e-05,0.01
"mailto",68,0.000938189845474614,0.106
"nutshell",4,5.51876379690949e-05,0.008
"operating",14,0.000193156732891832,0.022
"original",69,0.000951986754966887,0.12
"redpie",2,2.75938189845475e-05,0.004
"server",54,0.000745033112582782,0.064
"solaris",38,0.000524282560706402,0.036
"someone",76,0.0010485651214128,0.104
"suns",3,4.13907284768212e-05,0.006
"sure",71,0.000979580573951435,0.12
"system",89,0.00122792494481236,0.114
"unix",45,0.000620860927152318,0.036
"wheather",2,2.75938189845475e-05,0.004
"apols",2,2.75938189845475e-05,0.004
"pinkpaperclips",2,2.75938189845475e-05,0.004
"quiz",4,5.51876379690949e-05,0.008
"subs",2,2.75938189845475e-05,0.004
"beaker",1,1.37969094922737e-05,0.002
"meep",1,1.37969094922737e-05,0.002
"timc",5,6.89845474613687e-05,0.01
"act",19,0.000262141280353201,0.02
"anymore",12,0.000165562913907285,0.02
"bonuses",2,2.75938189845475e-05,0.004
"buy",35,0.000482891832229581,0.056
"buying",7,9.65783664459161e-05,0.014
"cheaper",12,0.000165562913907285,0.02
"companies",46,0.000634657836644592,0.044
"contract",22,0.000303532008830022,0.026
"days",34,0.000469094922737307,0.046
"designed",9,0.000124172185430464,0.018
"detail",13,0.000179359823399558,0.022
"dnuk",3,4.13907284768212e-05,0.004
"extra",17,0.000234547461368653,0.032
"extras",2,2.75938189845475e-05,0.004
"family",60,0.000827814569536424,0.046
"fergal",3,4.13907284768212e-05,0.006
"fix",15,0.000206953642384106,0.024
"fob",2,2.75938189845475e-05,0.004
"general",16,0.00022075055187638,0.03
"getting",41,0.000565673289183223,0.076
"hardware",37,0.000510485651214128,0.048
"hpux",2,2.75938189845475e-05,0.004
"machine",27,0.000372516556291391,0.04
"maintain",7,9.65783664459161e-05,0.012
"moran",2,2.75938189845475e-05,0.004
"oriented",3,4.13907284768212e-05,0.006
"person",40,0.000551876379690949,0.066
"port",35,0.000482891832229581,0.026
"problem",89,0.00122792494481236,0.12
"reliable",11,0.000151766004415011,0.018
"sco",3,4.13907284768212e-05,0.006
"ship",3,4.13907284768212e-05,0.006
"sparc",7,9.65783664459161e-05,0.01
"sysv",2,2.75938189845475e-05,0.004
"tools",12,0.000165562913907285,0.024
"unixen",2,2.75938189845475e-05,0.004
"vendor",11,0.000151766004415011,0.014
"complicated",7,9.65783664459161e-05,0.012
"levenez",1,1.37969094922737e-05,0.002
"p¨¢draig",4,5.51876379690949e-05,0.008
"say",85,0.00117273730684327,0.118
"advertisement",3,4.13907284768212e-05,0.004
"boring",2,2.75938189845475e-05,0.004
"brien",1,1.37969094922737e-05,0.002
"coolest",1,1.37969094922737e-05,0.002
"damn",7,9.65783664459161e-05,0.014
"dino",2,2.75938189845475e-05,0.002
"doctor",2,2.75938189845475e-05,0.004
"easy",35,0.000482891832229581,0.06
"edu",26,0.000358719646799117,0.04
"ellen",2,2.75938189845475e-05,0.004
"flann",1,1.37969094922737e-05,0.002
"folklore",1,1.37969094922737e-05,0.002
"green",7,9.65783664459161e-05,0.01
"hey",12,0.000165562913907285,0.024
"jack",2,2.75938189845475e-05,0.004
"kermit",1,1.37969094922737e-05,0.002
"lejones",1,1.37969094922737e-05,0.002
"leslie",2,2.75938189845475e-05,0.002
"muppet",1,1.37969094922737e-05,0.002
"odd",14,0.000193156732891832,0.028
"portions",12,0.000165562913907285,0.024
"removed",18,0.000248344370860927,0.034
"rizzo",1,1.37969094922737e-05,0.002
"trades",1,1.37969094922737e-05,0.002
"truth",9,0.000124172185430464,0.018
"ucla",1,1.37969094922737e-05,0.002
"wanna",1,1.37969094922737e-05,0.002
"yahoogroups",3,4.13907284768212e-05,0.006
"zzzzteana",4,5.51876379690949e-05,0.004
"bauwolf",1,1.37969094922737e-05,0.002
"branded",5,6.89845474613687e-05,0.006
"cable",21,0.000289735099337748,0.024
"caps",5,6.89845474613687e-05,0.006
"crashes",4,5.51876379690949e-05,0.006
"employer",2,2.75938189845475e-05,0.004
"erm",3,4.13907284768212e-05,0.006
"expressed",5,6.89845474613687e-05,0.01
"fiction",3,4.13907284768212e-05,0.004
"gospel",1,1.37969094922737e-05,0.002
"inactive",4,5.51876379690949e-05,0.008
"included",14,0.000193156732891832,0.024
"indigo",1,1.37969094922737e-05,0.002
"keyboard",6,8.27814569536424e-05,0.012
"keys",7,9.65783664459161e-05,0.012
"lock",13,0.000179359823399558,0.018
"microsystems",1,1.37969094922737e-05,0.002
"opinions",8,0.00011037527593819,0.014
"peter",21,0.000289735099337748,0.026
"posting",14,0.000193156732891832,0.028
"power",51,0.00070364238410596,0.052
"products",14,0.000193156732891832,0.02
"rather",38,0.000524282560706402,0.06
"related",9,0.000124172185430464,0.018
"rofl",1,1.37969094922737e-05,0.002
"runs",14,0.000193156732891832,0.024
"statements",8,0.00011037527593819,0.016
"staunton",2,2.75938189845475e-05,0.004
"switch",8,0.00011037527593819,0.012
